aircraft_id,airline,model,manufacture_year,fleet_type,airline_name,hub,fleet_size
UAL816,UAL,B757,2013,Wide,United Airlines,ORD,850
JBU201,JBU,A321,2011,Wide,JetBlue,JFK,300
NKS234,NKS,A319,2007,Narrow,Spirit Airlines,FLL,250
NKS736,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
JBU823,JBU,A321,2007,Wide,JetBlue,JFK,300
SWA901,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
DAL520,DAL,A320,2020,Narrow,Delta Air Lines,ATL,900
AAL236,AAL,B737-800,2011,Narrow,American Airlines,DFW,950
FFT844,FFT,A320neo,2013,Narrow,Frontier Airlines,DEN,200
UAL342,UAL,B757,2019,Wide,United Airlines,ORD,850
UAL917,UAL,B757,2013,Wide,United Airlines,ORD,850
DAL814,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
JBU208,JBU,A321,2017,Wide,JetBlue,JFK,300
DAL888,DAL,A320,2018,Narrow,Delta Air Lines,ATL,900
FFT249,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
DAL118,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
FFT897,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
JBU263,JBU,A321,2007,Wide,JetBlue,JFK,300
SWA308,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
SWA813,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
JBU890,JBU,A321,2007,Wide,JetBlue,JFK,300
FFT100,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
SWA796,SWA,B737-MAX,2016,Narrow,Southwest Airlines,DAL,700
SWA298,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
DAL946,DAL,A320,2017,Narrow,Delta Air Lines,ATL,900
UAL837,UAL,B757,2013,Wide,United Airlines,ORD,850
AAL212,AAL,B737-800,2021,Narrow,American Airlines,DFW,950
AAL132,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
AAL169,AAL,B737-800,2009,Narrow,American Airlines,DFW,950
AAL183,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
DAL475,DAL,A320,2017,Narrow,Delta Air Lines,ATL,900
SWA523,SWA,B737-MAX,2019,Narrow,Southwest Airlines,DAL,700
AAL379,AAL,B737-800,2006,Narrow,American Airlines,DFW,950
DAL912,DAL,A320,2019,Narrow,Delta Air Lines,ATL,900
JBU127,JBU,A321,2012,Wide,JetBlue,JFK,300
FFT936,FFT,A320neo,2013,Narrow,Frontier Airlines,DEN,200
SWA957,SWA,B737-MAX,2007,Narrow,Southwest Airlines,DAL,700
UAL180,UAL,B757,2017,Wide,United Airlines,ORD,850
JBU699,JBU,A321,2007,Wide,JetBlue,JFK,300
DAL982,DAL,A320,2009,Narrow,Delta Air Lines,ATL,900
NKS472,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
AAL287,AAL,B737-800,2013,Narrow,American Airlines,DFW,950
AAL463,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
AAL915,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
JBU713,JBU,A321,2010,Wide,JetBlue,JFK,300
SWA220,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
NKS617,NKS,A319,2010,Narrow,Spirit Airlines,FLL,250
FFT600,FFT,A320neo,2005,Narrow,Frontier Airlines,DEN,200
AAL530,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
AAL489,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
FFT194,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
FFT869,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
UAL508,UAL,B757,2014,Wide,United Airlines,ORD,850
JBU194,JBU,A321,2012,Wide,JetBlue,JFK,300
JBU564,JBU,A321,2021,Wide,JetBlue,JFK,300
UAL439,UAL,B757,2013,Wide,United Airlines,ORD,850
DAL875,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
AAL829,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
DAL626,DAL,A320,2016,Narrow,Delta Air Lines,ATL,900
AAL814,AAL,B737-800,2006,Narrow,American Airlines,DFW,950
NKS402,NKS,A319,2012,Narrow,Spirit Airlines,FLL,250
DAL144,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
NKS590,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
FFT573,FFT,A320neo,2019,Narrow,Frontier Airlines,DEN,200
DAL528,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
UAL149,UAL,B757,2017,Wide,United Airlines,ORD,850
UAL471,UAL,B757,2020,Wide,United Airlines,ORD,850
DAL219,DAL,A320,2009,Narrow,Delta Air Lines,ATL,900
UAL942,UAL,B757,2007,Wide,United Airlines,ORD,850
AAL637,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
UAL382,UAL,B757,2013,Wide,United Airlines,ORD,850
SWA370,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
UAL899,UAL,B757,2012,Wide,United Airlines,ORD,850
SWA290,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
JBU768,JBU,A321,2010,Wide,JetBlue,JFK,300
AAL223,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
NKS899,NKS,A319,2013,Narrow,Spirit Airlines,FLL,250
DAL472,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
FFT634,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
JBU690,JBU,A321,2016,Wide,JetBlue,JFK,300
JBU526,JBU,A321,2007,Wide,JetBlue,JFK,300
UAL237,UAL,B757,2005,Wide,United Airlines,ORD,850
UAL598,UAL,B757,2012,Wide,United Airlines,ORD,850
UAL884,UAL,B757,2020,Wide,United Airlines,ORD,850
DAL125,DAL,A320,2007,Narrow,Delta Air Lines,ATL,900
SWA704,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
NKS220,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
UAL184,UAL,B757,2019,Wide,United Airlines,ORD,850
NKS726,NKS,A319,2013,Narrow,Spirit Airlines,FLL,250
SWA161,SWA,B737-MAX,2009,Narrow,Southwest Airlines,DAL,700
SWA427,SWA,B737-MAX,2009,Narrow,Southwest Airlines,DAL,700
DAL862,DAL,A320,2008,Narrow,Delta Air Lines,ATL,900
AAL258,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
FFT542,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
JBU520,JBU,A321,2013,Wide,JetBlue,JFK,300
NKS568,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
UAL421,UAL,B757,2021,Wide,United Airlines,ORD,850
NKS249,NKS,A319,2020,Narrow,Spirit Airlines,FLL,250
FFT407,FFT,A320neo,2006,Narrow,Frontier Airlines,DEN,200
NKS338,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
JBU632,JBU,A321,2013,Wide,JetBlue,JFK,300
FFT818,FFT,A320neo,2014,Narrow,Frontier Airlines,DEN,200
AAL298,AAL,B737-800,2020,Narrow,American Airlines,DFW,950
UAL504,UAL,B757,2019,Wide,United Airlines,ORD,850
UAL331,UAL,B757,2006,Wide,United Airlines,ORD,850
JBU446,JBU,A321,2017,Wide,JetBlue,JFK,300
UAL206,UAL,B757,2011,Wide,United Airlines,ORD,850
DAL154,DAL,A320,2011,Narrow,Delta Air Lines,ATL,900
DAL541,DAL,A320,2010,Narrow,Delta Air Lines,ATL,900
NKS466,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
AAL822,AAL,B737-800,2008,Narrow,American Airlines,DFW,950
JBU667,JBU,A321,2015,Wide,JetBlue,JFK,300
UAL202,UAL,B757,2011,Wide,United Airlines,ORD,850
UAL545,UAL,B757,2018,Wide,United Airlines,ORD,850
DAL513,DAL,A320,2020,Narrow,Delta Air Lines,ATL,900
NKS449,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
AAL480,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
SWA552,SWA,B737-MAX,2012,Narrow,Southwest Airlines,DAL,700
FFT514,FFT,A320neo,2020,Narrow,Frontier Airlines,DEN,200
DAL703,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
NKS493,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
FFT561,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
UAL693,UAL,B757,2012,Wide,United Airlines,ORD,850
DAL519,DAL,A320,2017,Narrow,Delta Air Lines,ATL,900
AAL792,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
JBU338,JBU,A321,2017,Wide,JetBlue,JFK,300
AAL907,AAL,B737-800,2018,Narrow,American Airlines,DFW,950
SWA357,SWA,B737-MAX,2017,Narrow,Southwest Airlines,DAL,700
AAL692,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
SWA249,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
DAL699,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
JBU275,JBU,A321,2006,Wide,JetBlue,JFK,300
SWA334,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
AAL650,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
AAL174,AAL,B737-800,2020,Narrow,American Airlines,DFW,950
SWA526,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
NKS579,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
FFT338,FFT,A320neo,2012,Narrow,Frontier Airlines,DEN,200
NKS335,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
UAL103,UAL,B757,2017,Wide,United Airlines,ORD,850
FFT879,FFT,A320neo,2021,Narrow,Frontier Airlines,DEN,200
SWA808,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
NKS631,NKS,A319,2010,Narrow,Spirit Airlines,FLL,250
JBU742,JBU,A321,2007,Wide,JetBlue,JFK,300
FFT152,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
JBU388,JBU,A321,2005,Wide,JetBlue,JFK,300
UAL747,UAL,B757,2020,Wide,United Airlines,ORD,850
UAL821,UAL,B757,2018,Wide,United Airlines,ORD,850
FFT538,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
FFT120,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
JBU378,JBU,A321,2020,Wide,JetBlue,JFK,300
FFT937,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
NKS387,NKS,A319,2010,Narrow,Spirit Airlines,FLL,250
UAL642,UAL,B757,2019,Wide,United Airlines,ORD,850
DAL131,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
SWA274,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
JBU720,JBU,A321,2016,Wide,JetBlue,JFK,300
NKS717,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
NKS119,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
AAL362,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
NKS887,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
AAL423,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
FFT253,FFT,A320neo,2009,Narrow,Frontier Airlines,DEN,200
AAL828,AAL,B737-800,2021,Narrow,American Airlines,DFW,950
AAL661,AAL,B737-800,2013,Narrow,American Airlines,DFW,950
NKS624,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
FFT515,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
AAL628,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
AAL195,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
UAL212,UAL,B757,2019,Wide,United Airlines,ORD,850
JBU531,JBU,A321,2010,Wide,JetBlue,JFK,300
DAL955,DAL,A320,2021,Narrow,Delta Air Lines,ATL,900
JBU143,JBU,A321,2019,Wide,JetBlue,JFK,300
AAL226,AAL,B737-800,2013,Narrow,American Airlines,DFW,950
FFT105,FFT,A320neo,2018,Narrow,Frontier Airlines,DEN,200
DAL184,DAL,A320,2017,Narrow,Delta Air Lines,ATL,900
JBU687,JBU,A321,2020,Wide,JetBlue,JFK,300
JBU933,JBU,A321,2014,Wide,JetBlue,JFK,300
AAL986,AAL,B737-800,2015,Narrow,American Airlines,DFW,950
JBU498,JBU,A321,2008,Wide,JetBlue,JFK,300
FFT935,FFT,A320neo,2006,Narrow,Frontier Airlines,DEN,200
NKS753,NKS,A319,2013,Narrow,Spirit Airlines,FLL,250
FFT438,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
FFT209,FFT,A320neo,2005,Narrow,Frontier Airlines,DEN,200
NKS839,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
DAL608,DAL,A320,2020,Narrow,Delta Air Lines,ATL,900
UAL590,UAL,B757,2007,Wide,United Airlines,ORD,850
NKS478,NKS,A319,2018,Narrow,Spirit Airlines,FLL,250
AAL706,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
AAL491,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
FFT229,FFT,A320neo,2020,Narrow,Frontier Airlines,DEN,200
JBU980,JBU,A321,2020,Wide,JetBlue,JFK,300
SWA604,SWA,B737-MAX,2011,Narrow,Southwest Airlines,DAL,700
AAL486,AAL,B737-800,2020,Narrow,American Airlines,DFW,950
DAL300,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
AAL511,AAL,B737-800,2006,Narrow,American Airlines,DFW,950
SWA547,SWA,B737-MAX,2016,Narrow,Southwest Airlines,DAL,700
DAL729,DAL,A320,2011,Narrow,Delta Air Lines,ATL,900
JBU552,JBU,A321,2017,Wide,JetBlue,JFK,300
FFT541,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
FFT232,FFT,A320neo,2007,Narrow,Frontier Airlines,DEN,200
UAL765,UAL,B757,2015,Wide,United Airlines,ORD,850
DAL115,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
UAL842,UAL,B757,2007,Wide,United Airlines,ORD,850
AAL596,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
FFT939,FFT,A320neo,2013,Narrow,Frontier Airlines,DEN,200
FFT118,FFT,A320neo,2014,Narrow,Frontier Airlines,DEN,200
JBU991,JBU,A321,2018,Wide,JetBlue,JFK,300
SWA607,SWA,B737-MAX,2013,Narrow,Southwest Airlines,DAL,700
SWA623,SWA,B737-MAX,2011,Narrow,Southwest Airlines,DAL,700
AAL555,AAL,B737-800,2010,Narrow,American Airlines,DFW,950
DAL132,DAL,A320,2006,Narrow,Delta Air Lines,ATL,900
NKS238,NKS,A319,2020,Narrow,Spirit Airlines,FLL,250
FFT930,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
NKS309,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
SWA431,SWA,B737-MAX,2007,Narrow,Southwest Airlines,DAL,700
JBU922,JBU,A321,2017,Wide,JetBlue,JFK,300
NKS398,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
FFT701,FFT,A320neo,2017,Narrow,Frontier Airlines,DEN,200
AAL216,AAL,B737-800,2016,Narrow,American Airlines,DFW,950
UAL435,UAL,B757,2014,Wide,United Airlines,ORD,850
NKS521,NKS,A319,2021,Narrow,Spirit Airlines,FLL,250
JBU950,JBU,A321,2013,Wide,JetBlue,JFK,300
NKS451,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
NKS243,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
AAL568,AAL,B737-800,2018,Narrow,American Airlines,DFW,950
SWA498,SWA,B737-MAX,2009,Narrow,Southwest Airlines,DAL,700
NKS482,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
NKS965,NKS,A319,2014,Narrow,Spirit Airlines,FLL,250
JBU433,JBU,A321,2015,Wide,JetBlue,JFK,300
FFT755,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
JBU848,JBU,A321,2006,Wide,JetBlue,JFK,300
AAL571,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
DAL613,DAL,A320,2015,Narrow,Delta Air Lines,ATL,900
DAL232,DAL,A320,2011,Narrow,Delta Air Lines,ATL,900
UAL741,UAL,B757,2012,Wide,United Airlines,ORD,850
DAL185,DAL,A320,2010,Narrow,Delta Air Lines,ATL,900
UAL195,UAL,B757,2013,Wide,United Airlines,ORD,850
JBU549,JBU,A321,2019,Wide,JetBlue,JFK,300
DAL160,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
FFT862,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
AAL756,AAL,B737-800,2020,Narrow,American Airlines,DFW,950
NKS194,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
NKS921,NKS,A319,2015,Narrow,Spirit Airlines,FLL,250
FFT576,FFT,A320neo,2010,Narrow,Frontier Airlines,DEN,200
DAL347,DAL,A320,2014,Narrow,Delta Air Lines,ATL,900
NKS656,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
SWA216,SWA,B737-MAX,2018,Narrow,Southwest Airlines,DAL,700
DAL910,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
NKS163,NKS,A319,2021,Narrow,Spirit Airlines,FLL,250
JBU514,JBU,A321,2020,Wide,JetBlue,JFK,300
UAL839,UAL,B757,2015,Wide,United Airlines,ORD,850
UAL595,UAL,B757,2005,Wide,United Airlines,ORD,850
JBU818,JBU,A321,2017,Wide,JetBlue,JFK,300
NKS963,NKS,A319,2006,Narrow,Spirit Airlines,FLL,250
DAL983,DAL,A320,2018,Narrow,Delta Air Lines,ATL,900
NKS280,NKS,A319,2020,Narrow,Spirit Airlines,FLL,250
NKS157,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
NKS780,NKS,A319,2007,Narrow,Spirit Airlines,FLL,250
NKS501,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
UAL700,UAL,B757,2017,Wide,United Airlines,ORD,850
FFT770,FFT,A320neo,2018,Narrow,Frontier Airlines,DEN,200
JBU697,JBU,A321,2013,Wide,JetBlue,JFK,300
JBU116,JBU,A321,2010,Wide,JetBlue,JFK,300
NKS490,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
FFT941,FFT,A320neo,2018,Narrow,Frontier Airlines,DEN,200
SWA551,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
FFT713,FFT,A320neo,2020,Narrow,Frontier Airlines,DEN,200
DAL266,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
NKS610,NKS,A319,2011,Narrow,Spirit Airlines,FLL,250
AAL288,AAL,B737-800,2009,Narrow,American Airlines,DFW,950
SWA679,SWA,B737-MAX,2005,Narrow,Southwest Airlines,DAL,700
UAL368,UAL,B757,2011,Wide,United Airlines,ORD,850
DAL189,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
FFT931,FFT,A320neo,2009,Narrow,Frontier Airlines,DEN,200
AAL864,AAL,B737-800,2015,Narrow,American Airlines,DFW,950
NKS313,NKS,A319,2020,Narrow,Spirit Airlines,FLL,250
AAL684,AAL,B737-800,2006,Narrow,American Airlines,DFW,950
JBU960,JBU,A321,2021,Wide,JetBlue,JFK,300
DAL967,DAL,A320,2017,Narrow,Delta Air Lines,ATL,900
UAL111,UAL,B757,2011,Wide,United Airlines,ORD,850
JBU802,JBU,A321,2019,Wide,JetBlue,JFK,300
UAL560,UAL,B757,2018,Wide,United Airlines,ORD,850
DAL386,DAL,A320,2020,Narrow,Delta Air Lines,ATL,900
FFT568,FFT,A320neo,2009,Narrow,Frontier Airlines,DEN,200
AAL348,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
FFT108,FFT,A320neo,2008,Narrow,Frontier Airlines,DEN,200
JBU149,JBU,A321,2021,Wide,JetBlue,JFK,300
AAL215,AAL,B737-800,2006,Narrow,American Airlines,DFW,950
NKS657,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
JBU731,JBU,A321,2009,Wide,JetBlue,JFK,300
NKS441,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
UAL430,UAL,B757,2014,Wide,United Airlines,ORD,850
AAL866,AAL,B737-800,2021,Narrow,American Airlines,DFW,950
NKS804,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
UAL154,UAL,B757,2010,Wide,United Airlines,ORD,850
FFT300,FFT,A320neo,2005,Narrow,Frontier Airlines,DEN,200
AAL192,AAL,B737-800,2007,Narrow,American Airlines,DFW,950
FFT944,FFT,A320neo,2007,Narrow,Frontier Airlines,DEN,200
NKS448,NKS,A319,2007,Narrow,Spirit Airlines,FLL,250
UAL172,UAL,B757,2008,Wide,United Airlines,ORD,850
AAL691,AAL,B737-800,2009,Narrow,American Airlines,DFW,950
NKS153,NKS,A319,2021,Narrow,Spirit Airlines,FLL,250
DAL150,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
DAL508,DAL,A320,2009,Narrow,Delta Air Lines,ATL,900
UAL329,UAL,B757,2007,Wide,United Airlines,ORD,850
SWA322,SWA,B737-MAX,2010,Narrow,Southwest Airlines,DAL,700
AAL950,AAL,B737-800,2017,Narrow,American Airlines,DFW,950
NKS594,NKS,A319,2006,Narrow,Spirit Airlines,FLL,250
AAL549,AAL,B737-800,2006,Narrow,American Airlines,DFW,950
UAL731,UAL,B757,2016,Wide,United Airlines,ORD,850
FFT311,FFT,A320neo,2009,Narrow,Frontier Airlines,DEN,200
JBU842,JBU,A321,2011,Wide,JetBlue,JFK,300
UAL666,UAL,B757,2011,Wide,United Airlines,ORD,850
FFT597,FFT,A320neo,2013,Narrow,Frontier Airlines,DEN,200
UAL589,UAL,B757,2007,Wide,United Airlines,ORD,850
JBU814,JBU,A321,2016,Wide,JetBlue,JFK,300
JBU317,JBU,A321,2013,Wide,JetBlue,JFK,300
JBU714,JBU,A321,2015,Wide,JetBlue,JFK,300
UAL965,UAL,B757,2021,Wide,United Airlines,ORD,850
AAL255,AAL,B737-800,2019,Narrow,American Airlines,DFW,950
NKS611,NKS,A319,2005,Narrow,Spirit Airlines,FLL,250
JBU512,JBU,A321,2012,Wide,JetBlue,JFK,300
FFT608,FFT,A320neo,2007,Narrow,Frontier Airlines,DEN,200
NKS114,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
FFT792,FFT,A320neo,2011,Narrow,Frontier Airlines,DEN,200
FFT986,FFT,A320neo,2011,Narrow,Frontier Airlines,DEN,200
SWA992,SWA,B737-MAX,2012,Narrow,Southwest Airlines,DAL,700
AAL935,AAL,B737-800,2005,Narrow,American Airlines,DFW,950
FFT611,FFT,A320neo,2008,Narrow,Frontier Airlines,DEN,200
DAL848,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
UAL762,UAL,B757,2020,Wide,United Airlines,ORD,850
DAL341,DAL,A320,2011,Narrow,Delta Air Lines,ATL,900
JBU685,JBU,A321,2005,Wide,JetBlue,JFK,300
NKS767,NKS,A319,2017,Narrow,Spirit Airlines,FLL,250
SWA569,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
JBU437,JBU,A321,2013,Wide,JetBlue,JFK,300
AAL584,AAL,B737-800,2006,Narrow,American Airlines,DFW,950
JBU260,JBU,A321,2008,Wide,JetBlue,JFK,300
SWA741,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
SWA235,SWA,B737-MAX,2017,Narrow,Southwest Airlines,DAL,700
NKS616,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
JBU873,JBU,A321,2007,Wide,JetBlue,JFK,300
DAL364,DAL,A320,2018,Narrow,Delta Air Lines,ATL,900
SWA888,SWA,B737-MAX,2016,Narrow,Southwest Airlines,DAL,700
AAL318,AAL,B737-800,2006,Narrow,American Airlines,DFW,950
JBU955,JBU,A321,2021,Wide,JetBlue,JFK,300
FFT217,FFT,A320neo,2008,Narrow,Frontier Airlines,DEN,200
JBU967,JBU,A321,2011,Wide,JetBlue,JFK,300
UAL187,UAL,B757,2009,Wide,United Airlines,ORD,850
JBU162,JBU,A321,2018,Wide,JetBlue,JFK,300
UAL137,UAL,B757,2008,Wide,United Airlines,ORD,850
AAL599,AAL,B737-800,2014,Narrow,American Airlines,DFW,950
FFT459,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
JBU803,JBU,A321,2005,Wide,JetBlue,JFK,300
AAL808,AAL,B737-800,2021,Narrow,American Airlines,DFW,950
DAL917,DAL,A320,2012,Narrow,Delta Air Lines,ATL,900
JBU211,JBU,A321,2018,Wide,JetBlue,JFK,300
JBU617,JBU,A321,2013,Wide,JetBlue,JFK,300
AAL669,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
NKS974,NKS,A319,2010,Narrow,Spirit Airlines,FLL,250
FFT447,FFT,A320neo,2018,Narrow,Frontier Airlines,DEN,200
JBU171,JBU,A321,2007,Wide,JetBlue,JFK,300
DAL731,DAL,A320,2010,Narrow,Delta Air Lines,ATL,900
AAL111,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
UAL188,UAL,B757,2019,Wide,United Airlines,ORD,850
DAL976,DAL,A320,2009,Narrow,Delta Air Lines,ATL,900
NKS319,NKS,A319,2009,Narrow,Spirit Airlines,FLL,250
AAL551,AAL,B737-800,2012,Narrow,American Airlines,DFW,950
JBU800,JBU,A321,2021,Wide,JetBlue,JFK,300
JBU182,JBU,A321,2008,Wide,JetBlue,JFK,300
UAL637,UAL,B757,2013,Wide,United Airlines,ORD,850
UAL983,UAL,B757,2005,Wide,United Airlines,ORD,850
AAL141,AAL,B737-800,2020,Narrow,American Airlines,DFW,950
DAL554,DAL,A320,2019,Narrow,Delta Air Lines,ATL,900
UAL888,UAL,B757,2019,Wide,United Airlines,ORD,850
UAL254,UAL,B757,2011,Wide,United Airlines,ORD,850
SWA183,SWA,B737-MAX,2016,Narrow,Southwest Airlines,DAL,700
FFT405,FFT,A320neo,2019,Narrow,Frontier Airlines,DEN,200
FFT710,FFT,A320neo,2019,Narrow,Frontier Airlines,DEN,200
SWA768,SWA,B737-MAX,2014,Narrow,Southwest Airlines,DAL,700
DAL220,DAL,A320,2008,Narrow,Delta Air Lines,ATL,900
SWA209,SWA,B737-MAX,2020,Narrow,Southwest Airlines,DAL,700
JBU881,JBU,A321,2006,Wide,JetBlue,JFK,300
NKS247,NKS,A319,2014,Narrow,Spirit Airlines,FLL,250
DAL720,DAL,A320,2018,Narrow,Delta Air Lines,ATL,900
DAL905,DAL,A320,2013,Narrow,Delta Air Lines,ATL,900
DAL709,DAL,A320,2005,Narrow,Delta Air Lines,ATL,900
NKS401,NKS,A319,2008,Narrow,Spirit Airlines,FLL,250
UAL416,UAL,B757,2017,Wide,United Airlines,ORD,850
UAL425,UAL,B757,2007,Wide,United Airlines,ORD,850
SWA252,SWA,B737-MAX,2021,Narrow,Southwest Airlines,DAL,700
UAL555,UAL,B757,2011,Wide,United Airlines,ORD,850
FFT814,FFT,A320neo,2019,Narrow,Frontier Airlines,DEN,200
UAL973,UAL,B757,2014,Wide,United Airlines,ORD,850
FFT748,FFT,A320neo,2009,Narrow,Frontier Airlines,DEN,200
UAL168,UAL,B757,2005,Wide,United Airlines,ORD,850
UAL695,UAL,B757,2009,Wide,United Airlines,ORD,850
DAL145,DAL,A320,2015,Narrow,Delta Air Lines,ATL,900
SWA417,SWA,B737-MAX,2008,Narrow,Southwest Airlines,DAL,700
JBU641,JBU,A321,2007,Wide,JetBlue,JFK,300
UAL540,UAL,B757,2011,Wide,United Airlines,ORD,850
FFT671,FFT,A320neo,2016,Narrow,Frontier Airlines,DEN,200
UAL448,UAL,B757,2010,Wide,United Airlines,ORD,850
NKS969,NKS,A319,2019,Narrow,Spirit Airlines,FLL,250
JBU492,JBU,A321,2015,Wide,JetBlue,JFK,300
NKS266,NKS,A319,2016,Narrow,Spirit Airlines,FLL,250
